,sentence,label,NN,JJ,PRP
3207,"['Astonishingly', 'enough', ',', 'it', 'was', 'my', 'own', 'voice', 'I', 'heard', 'there', 'in', 'the', 'darkness', ',', 'begging', 'this', 'man', 'to', 'make', 'love', 'to', 'me', '.']",romance,4,1,0
3208,"['``', 'Love', 'me', ',', 'Johnnie', ""''"", '.']",romance,1,0,0
3209,"['``', 'I', 'will', ',', 'kitten', ""''"", '!', '!']",romance,0,0,0
3210,"['Outside', ',', 'in', 'the', 'summertime', 'fields', 'behind', 'the', 'motel', ',', 'a', 'thousand', 'crickets', 'serenaded', 'us', '.']",romance,4,2,0
3211,"['``', 'Will', 'you', 'always', 'love', 'me', 'this', 'way', ""''"", '?', '?']",romance,1,0,0
3212,"['``', 'Uh', 'huh', '.']",romance,2,0,0
3213,"['Always', ""''"", '.']",romance,1,0,0
3214,"['``', 'Mmm', ""''"", '.']",romance,1,0,0
3215,"['And', 'I', 'snuggled', 'closer', 'to', 'the', 'man', 'I', 'loved', '.']",romance,2,0,0
3216,"['It', 'was', 'as', 'blissful', 'and', 'fulfilling', 'a', 'night', 'as', 'any', 'bride', 'ever', 'experienced', '.']",romance,2,1,0
3217,"['I', 'had', 'had', 'no', 'wedding', 'ceremony', ',', 'no', 'witnesses', ',', 'no', 'certificate', 'of', 'marriage', ',', 'but', 'I', 'had', 'all', 'the', 'joy', 'that', 'goes', 'with', 'them', '.']",romance,6,0,0
3218,"['``', 'Johnnie', '?', '?']",romance,1,0,0
3219,"['``', 'It', ""can't"", 'be', 'wrong', ',', 'can', 'it', '?', '?']",romance,0,1,0
3220,"['Not', 'really', ""''"", '.']",romance,0,0,0
3221,"['Johnnie', 'rose', 'on', 'one', 'elbow', '.']",romance,2,0,0
3222,"['``', 'Stop', 'worrying', '.']",romance,1,0,0
3223,"[""It's"", 'never', 'wrong', 'if', 'love', 'is', 'real', ""''"", '.']",romance,2,1,0
3224,"['I', 'took', 'great', 'comfort', 'from', 'his', 'words', ',', 'and', 'smiled', 'to', 'myself', 'in', 'the', 'darkness', '.']",romance,3,1,0
3225,"['Infinite', 'peace', ',', 'complete', 'contentment', '.']",romance,3,1,0
3226,"[""Idiot's"", 'delight', ',', 'I', 'later', 'discovered', '.']",romance,2,0,0
3227,"['I', 'felt', 'no', 'conflict', 'between', 'what', 'I', 'was', 'doing', 'and', 'my', 'strict', 'religious', 'upbringing', '.']",romance,2,2,0
3228,"['I', 'had', 'always', 'resisted', 'the', 'passes', 'made', 'at', 'me', 'by', 'other', 'kids', ',', 'and', 'many', 'times', 'I', 'had', 'thought', 'about', 'my', 'love', 'for', 'Johnnie', 'who', ',', 'being', 'thirty', ',', 'brought', 'a', 'maturity', 'to', 'love', 'that', 'the', 'kids', 'around', 'town', 'could', 'know', 'nothing', 'about', '.']",romance,10,2,0
3229,"['I', 'had', 'also', 'thought', 'a', 'lot', 'about', 'how', 'God', 'must', 'look', 'on', 'true', 'love', ',', 'and', 'so', 'in', 'a', 'way', 'I', 'was', 'keeping', 'my', 'promise', 'to', 'God', ',', 'my', 'promise', 'to', 'remain', 'pure', 'until', 'I', 'was', 'married', '.']",romance,7,2,0
3230,"['I', 'was', 'practically', 'a', 'bride', ',', 'after', 'all', '.']",romance,1,0,0
3231,"['There', 'would', 'have', 'been', 'a', 'ceremony', 'if', 'it', 'had', 'been', 'possible', '.']",romance,1,1,0
3232,"['Of', 'this', ',', 'I', 'had', 'no', 'doubt', '.']",romance,1,0,0
3233,"[""Wouldn't"", 'Johnnie', 'do', 'practically', 'anything', 'in', 'the', 'world', 'to', 'insure', 'my', 'happiness', '?', '?']",romance,5,0,0
3234,"['Of', 'course', 'he', 'would', '.']",romance,1,0,0
3235,"[""He'd"", 'not', 'only', 'told', 'me', 'so', ',', ""he'd"", 'proved', 'it', '.']",romance,1,0,0
3236,"['It', ""wasn't"", ""Johnnie's"", 'fault', 'that', 'he', 'was', 'hopelessly', 'tied', 'down', 'to', 'that', 'frightful', 'woman', 'who', 'did', 'her', 'best', 'to', 'make', 'his', 'life', 'unbearable', '.']",romance,4,3,0
3237,"['Just', 'because', 'he', 'was', 'honorable', 'enough', 'to', 'want', 'to', 'continue', 'supporting', 'his', 'two', 'children', ',', 'as', 'any', 'decent', 'man', 'would', ',', 'that', 'was', 'no', 'reason', 'he', 'should', 'be', 'denied', 'his', 'own', 'small', 'share', 'of', 'happiness', 'too', '.']",romance,5,4,0
3238,"['And', 'if', 'I', 'could', 'contribute', 'to', 'that', ',', ""I'd"", 'do', 'it', '.']",romance,1,0,0
3239,"['The', 'cost', ""didn't"", 'matter', '.']",romance,3,0,0
3240,"['No', 'price', 'is', 'too', 'high', 'when', 'true', 'love', 'is', 'at', 'stake', '.']",romance,3,2,0
3241,"['And', 'I', 'had', 'no', 'doubts', 'about', 'how', 'true', 'this', 'love', 'was', '.']",romance,2,1,0
3242,"[""I'd"", 'never', 'even', 'petted', 'with', 'a', 'boy', ',', 'and', 'after', 'I', 'met', 'Johnnie', 'he', 'never', 'touched', 'me', 'for', 'the', 'longest', 'while', ',', 'not', 'until', 'I', 'all', 'but', 'threw', 'myself', 'at', 'him', '.']",romance,4,1,0
3243,"['He', 'was', 'plenty', 'attentive', ',', 'all', 'right', ',', 'but', 'he', 'behaved', 'like', 'a', 'gentleman', ',', 'and', 'I', 'figured', 'that', ',', 'emotionally', ',', 'I', 'was', 'closer', 'to', 'his', 'age', 'than', 'to', 'my', 'own', 'eighteen', 'and', 'a', 'half', '.']",romance,5,3,0
3244,"['What', 'could', 'a', 'mere', 'twelve', 'years', 'matter', '?', '?']",romance,1,1,0
3245,"['It', ""wasn't"", ',', 'I', 'was', 'sure', ',', 'a', 'difference', 'in', 'age', 'that', 'came', 'between', 'people', ',', 'but', 'a', 'difference', 'in', 'maturity', '.']",romance,5,1,0
3246,"['And', ""hadn't"", 'I', 'rescued', 'him', 'from', 'Lucille', 'Warren', '?', '?']",romance,3,0,0
3247,"[""She'd"", 'have', 'gotten', 'him', ',', 'if', 'I', ""hadn't"", 'stopped', 'her', '.']",romance,1,0,0
3248,"['After', 'all', ',', 'Lucille', 'Warren', 'was', 'a', 'husband-stealer', 'from', 'way', 'back', '.']",romance,4,0,0
3249,"['But', ""I'd"", 'been', 'a', 'good', 'girl', 'and', 'now', 'God', 'was', 'blessing', 'me', 'with', 'the', 'gift', 'of', 'this', 'magnificent', 'man', 'and', 'the', 'wondrous', 'love', 'we', 'shared', '.']",romance,6,3,0
3250,"['It', 'was', 'only', 'fitting', 'that', 'we', 'seek', 'out', 'whatever', 'joy', 'our', 'union', 'might', 'bring', '.']",romance,1,0,0
3251,"['``', 'Love', 'me', ""''"", '?', '?']",romance,0,0,0
3252,"['``', 'Uh-huh', '.']",romance,1,0,0
3253,"['Love', 'you', ""''"", '.']",romance,0,0,0
3254,"['``', 'Always', 'and', 'always', ',', 'Johnnie', ""''"", '?', '?']",romance,2,0,0
3255,"['``', 'Always', ""''"", '.']",romance,1,0,0
3256,"['``', 'Mmm', ""''"", '.']",romance,1,0,0
3257,"['Convention', 'time', 'in', 'Boston', '.']",romance,3,0,0
3258,"['A', 'chill', 'wind', 'in', 'the', 'air', 'and', 'the', 'narrow', 'streets', 'packed', 'with', 'snow', '.']",romance,5,1,0
3259,"['From', 'the', 'entire', 'eastern', 'half', 'of', 'the', 'nation', ""they'd"", 'be', 'coming', ',', 'members', 'of', 'the', 'Young', ""Christians'"", 'League', ',', 'and', ""I'd"", 'been', 'chosen', 'to', 'represent', 'our', 'chapter', '.']",romance,9,2,0
3260,"['I', 'had', 'mixed', 'emotions', 'about', 'going', '.']",romance,1,1,0
3261,"[""I'd"", 'been', 'seeing', 'Johnnie', 'almost', 'a', 'year', 'now', ',', 'but', 'I', 'still', ""didn't"", 'want', 'to', 'leave', 'him', 'for', 'five', 'whole', 'days', '.']",romance,4,1,0
3262,"['But', 'I', 'had', 'looked', 'forward', 'so', 'much', 'to', 'being', 'with', 'this', 'church', 'group', '.']",romance,2,1,0
3263,"['I', ""hadn't"", 'been', 'doing', 'as', 'much', 'work', 'as', 'I', 'used', 'to', 'in', 'Westfield', 'and', 'I', 'felt', 'funny', 'about', 'that', 'and', 'wanted', 'to', 'work', 'harder', 'than', 'ever', '.']",romance,3,2,0
3264,"['I', 'wanted', 'to', 'just', 'throw', 'myself', 'into', 'the', 'good', 'works', 'of', 'this', 'fine', 'group', '.']",romance,2,2,0
3265,"['So', 'I', 'went', 'to', 'Boston', '.']",romance,1,0,0
3266,"['The', 'first', 'meeting', 'was', 'held', 'in', 'Faneuil', 'Hall', ',', 'a', 'great', 'big', 'place', 'where', 'we', 'were', 'able', 'to', 'meet', 'members', 'from', 'all', 'the', 'other', 'states', '.']",romance,6,5,0
3267,"['My', 'cousin', 'Alma', ',', 'at', 'whose', 'home', 'I', 'was', 'staying', 'during', 'the', 'convention', ',', 'introduced', 'me', 'to', 'a', 'group', 'of', 'young', 'people', 'from', 'Rhode', 'Island', '.']",romance,8,1,0
3268,"['One', 'of', 'them', 'was', 'a', 'very', 'friendly', ',', 'lovely', 'fellow', 'named', 'Ronald', ',', 'a', 'boy', 'about', 'my', 'age', 'with', 'slick', ',', 'blond', 'hair', 'and', 'dancing', 'blue', 'eyes', '.']",romance,8,2,0
3269,"['He', 'looked', 'very', 'different', 'from', 'Johnnie', '--', 'in', 'fact', ',', 'he', 'looked', 'sort', 'of', 'like', 'me', '.']",romance,3,1,0
3270,"['I', 'thought', 'so', ',', 'and', 'he', 'mentioned', 'it', ',', 'and', 'Alma', 'said', 'so', 'too', '.']",romance,1,0,0
3271,"['After', 'the', 'meeting', ',', 'there', 'was', 'going', 'to', 'be', 'a', 'party', 'at', ""someone's"", 'house', '.']",romance,3,1,0
3272,"['I', 'assumed', 'Alma', 'would', 'get', 'me', 'there', ',', 'but', 'in', 'the', 'confusion', 'of', 'the', 'meeting', 'breaking', 'up', ',', 'we', 'were', 'separated', '.']",romance,3,0,0
3273,"['Outside', 'the', 'hall', ',', 'I', 'anxiously', 'looked', 'around', 'for', 'her', ',', 'then', 'all', 'at', 'once', 'there', 'was', 'a', 'hand', 'on', 'my', 'elbow', '.']",romance,3,0,0
3274,"['``', 'Hey', ',', 'there', ',', 'beautiful', 'twin', 'of', 'mine', ""''"", ',', 'Ronald', 'said', '.']",romance,4,1,0
3275,"['``', 'Need', 'a', 'pumpkin', 'to', 'get', 'to', 'the', 'party', ""''"", '?', '?']",romance,2,0,0
3276,"['I', ""couldn't"", 'help', 'laughing', 'with', 'him', '.']",romance,0,0,0
3277,"['``', 'Well', ',', 'I', 'should', 'find', 'Alma', ""''"", '--', 'I', 'began', '.']",romance,1,0,0
3278,"['``', 'Alma', ',', 'Schmalma', '.']",romance,2,0,0
3279,"['Come', 'along', 'with', 'me', ""''"", '.']",romance,1,0,0
3280,"['I', 'went', '.']",romance,0,0,0
3281,"['By', 'the', 'time', 'we', 'arrived', ',', 'the', 'party', 'was', 'already', 'going', 'strong', '.']",romance,2,1,0
3282,"['A', 'couple', 'of', 'the', 'girls', 'were', 'laughing', 'rather', 'shrilly', 'and', 'I', 'realized', 'they', 'were', 'drinking', '.']",romance,2,0,0
3283,"['My', 'folks', ""wouldn't"", 'dream', 'of', 'having', 'alcohol', 'in', 'the', 'house', ',', 'so', 'my', 'first', 'taste', 'of', 'it', 'had', 'been', '--', 'of', 'course', '--', 'with', 'Johnnie', '.']",romance,7,1,0
3284,"['I', ""hadn't"", 'liked', 'it', 'at', 'first', '--', 'it', 'was', 'bitter', 'and', 'burning', '.']",romance,1,1,0
3285,"['But', 'when', 'Johnnie', 'disguised', 'the', 'taste', 'with', 'ginger', 'ale', ',', 'I', 'enjoyed', 'it', '.']",romance,4,0,0
3286,"['Of', 'course', 'I', 'enjoyed', ""'most"", 'anything', 'if', 'I', 'did', 'it', 'with', 'Johnnie', '.']",romance,3,0,0
3287,"['Johnnie', 'I', 'suddenly', 'realized', ""he'd"", 'been', 'totally', 'out', 'of', 'my', 'thoughts', 'all', 'evening', '.']",romance,3,0,0
3288,"['But', 'that', 'was', 'only', 'natural', ',', 'I', 'decided', ';', ';']",romance,0,1,0
3289,"['surely', 'he', 'was', 'still', 'resting', 'snugly', 'in', 'my', 'heart', '.']",romance,1,0,0
3290,"['``', 'I', ""don't"", 'see', 'Alma', 'anywhere', ""''"", ',', 'I', 'said', '.']",romance,1,0,0
3291,"['``', ""She's"", 'invisible', 'tonight', '.']",romance,2,1,0
3292,"[""C'mon"", ',', ""let's"", 'find', 'out', 'where', ""they're"", 'keeping', 'the', 'glasses', ""''"", '.']",romance,3,0,0
3293,"['I', 'drew', 'back', '.']",romance,0,0,0
3294,"['``', 'I', '--', 'I', ""don't"", 'think', 'so', ',', 'Ronald', '.']",romance,1,0,0
3295,"['Not', 'for', 'me', ""''"", '.']",romance,0,0,0
3296,"['``', 'Aw', ',', 'come', 'on', ""''"", '.']",romance,0,0,0
3297,"['``', 'No', '--', 'really', ""''"", '.']",romance,0,0,0
3298,"['He', 'shrugged', '.']",romance,0,0,0
3299,"['``', 'Okay', '.']",romance,1,0,0
3300,"['But', 'at', 'least', 'come', 'along', 'while', 'I', 'get', 'lubricated', ""''"", '.']",romance,0,1,0
3301,"['The', 'kitchen', 'was', 'jammed', '.']",romance,1,0,0
3302,"['Strange', 'faces', ',', 'most', 'of', 'them', ',', 'and', 'I', ""wasn't"", 'even', 'sure', 'all', 'of', 'them', 'had', 'come', 'from', 'the', 'League', 'meeting', '.']",romance,2,3,0
3303,"['Under', 'normal', 'circumstances', ',', 'he', 'had', 'a', 'certain', 'bright-eyed', 'all-American-boy', 'charm', ',', 'with', 'great', 'appeal', 'for', 'young', 'ladies', ',', 'old', 'ladies', ',', 'and', 'dogs', '.']",romance,6,7,0
3304,"['Today', ',', 'he', 'looked', 'like', 'an', 'Astronaut', 'who', 'had', 'left', 'his', 'vitamin', 'pills', 'on', 'the', 'bureau', 'and', 'spent', 'six', 'months', 'in', 'space', ':', 'hollow', 'eyes', ',', 'hollow', 'cheeks', ',', 'hollow', 'stomach', '.']",romance,10,4,0
3305,"['Breakfast', ',', 'he', 'thought', '.']",romance,1,0,0
3306,"['A', 'shot', 'of', 'orange', 'juice', 'would', 'make', 'everything', 'seem', 'better', '.']",romance,4,1,0
3307,"['He', 'looked', 'around', 'his', 'little', 'Eden', ':', 'bureau', ',', 'bed', ',', 'table', ',', 'chair', ',', 'two-burner', 'stove', '.']",romance,6,2,0
3308,"['Then', 'he', 'remembered', '.']",romance,0,0,0
3309,"['``', 'You', 'share', 'a', 'refrigerator', ""''"", ',', 'Mrs.', 'Kirby', 'had', 'said', ',', 'and', 'somehow', ',', 'at', 'midnight', ',', 'after', 'the', 'long', 'drive', 'from', 'New', 'York', 'in', 'pelting', 'rain', ',', 'that', 'had', 'sounded', 'reasonable', '.']",romance,9,2,0
3310,"['In', 'the', 'cold', 'light', 'of', 'day', ',', 'it', 'seemed', 'a', 'lunatic', 'arrangement', '.']",romance,3,2,0
3311,"['Share', 'bath', ',', 'maybe', '--', 'but', 'share', 'refrigerator', '?', '?']",romance,4,0,0
3312,"['She', 'had', 'explained', 'it', '--', 'something', 'about', 'summer', ""people's"", 'eating', 'out', 'and', 'not', 'enough', 'space', 'in', 'the', 'units', '.']",romance,5,1,0
3313,"['And', 'where', 'was', 'the', 'thing', '?', '?']",romance,1,0,0
3314,"['He', 'remembered', 'seeing', 'it', 'last', 'night', ',', 'when', 'he', 'put', 'away', 'his', 'small', 'store', 'of', 'bachelor-type', 'eatables', '.']",romance,3,3,0
3315,"['Ah', ',', 'yes', '--', 'his', 'half', 'of', 'a', 'refrigerator', 'stood', 'outside', ',', 'on', 'the', '``', 'curving', 'veranda', ""''"", 'between', 'Unit', 'Number', 'Three', 'and', 'Unit', 'Number', 'Four', '.']",romance,10,2,0
3316,"['It', 'was', 'still', 'raining', ',', 'and', 'Mrs.', ""Kirby's"", 'cottages', 'bloomed', 'through', 'the', 'gray', 'haze', 'like', 'the', 'names', 'they', 'bore', ',', 'vivid', 'blue', 'and', 'green', 'and', 'magenta', '.']",romance,6,3,0
3317,"['Charlie', 'downed', 'his', 'orange', 'juice', 'and', 'one', 'of', 'the', 'long', ',', 'skinny', 'green', 'pills', ',', 'his', 'spirits', 'as', 'damp', 'as', 'the', 'day', '.']",romance,6,3,0
3318,"['This', 'vacation', 'had', 'seemed', 'like', 'a', 'good', 'idea', 'last', 'week', ',', 'when', 'his', 'doctor', 'had', 'prescribed', 'it', '.']",romance,4,2,0
3319,"['``', 'Take', 'a', 'full', 'month', ""''"", ',', 'the', 'doctor', 'had', 'said', '.']",romance,2,1,0
3320,"['``', 'Lots', 'of', 'sun', ',', 'lots', 'of', 'rest', '.']",romance,4,0,0
3321,"['The', 'red', 'pills', 'are', 'a', 'vitamin-and-iron', 'compound', '.']",romance,2,2,0
3322,"['This', 'is', 'a', 'sleeping', 'capsule', '.']",romance,1,1,0
3323,"['The', 'others', 'will', 'make', 'you', 'a', 'little', 'more', 'comfortable', 'until', 'you', 'get', 'it', 'licked', '.']",romance,1,1,0
3324,"['You', 'young', 'men', 'get', 'to', 'be', 'my', 'age', ',', 'you', ""won't"", 'take', 'flu', 'so', 'lightly', ""''"", '.']",romance,3,1,0
3325,"['Charlie', 'had', 'accepted', 'the', 'diagnosis', 'without', 'comment', '.']",romance,3,0,0
3326,"['The', 'doctor', 'could', 'call', 'it', 'anything', 'from', 'flu', 'to', 'beriberi', ';', ';']",romance,3,0,0
3327,"['but', 'Charlie', 'knew', 'what', 'was', 'wrong', 'with', 'him', 'and', 'knew', ',', 'too', ',', 'that', 'there', 'was', 'no', 'pill', 'to', 'cure', 'it', '.']",romance,2,1,0
3328,"['He', 'had', 'loved', 'and', 'lost', 'Vivian', 'Wayne', 'to', 'somebody', 'else', ',', 'had', 'watched', 'her', 'marry', 'the', 'somebody', 'else', ',', 'and', 'had', 'caught', 'a', 'bear', 'of', 'a', 'cold', 'by', 'kissing', 'the', 'bride', 'good-by', 'forever', ',', 'which', 'was', 'really', 'piling', 'it', 'on', '.']",romance,6,3,0
3329,"['He', 'had', 'caught', ',', 'too', ',', 'like', 'an', 'ailment', ',', 'a', 'confirmed', 'distrust', 'of', 'women', '.']",romance,3,1,0
3330,"['Once', 'burned', '--', 'scalded', ',', 'really', ',', 'because', 'Vivian', 'had', 'given', 'him', 'every', 'encouragement', '--', 'forever', 'shy', '.']",romance,2,1,0
3331,"['From', 'now', 'on', ',', 'his', 'was', 'going', 'to', 'be', 'a', ""man's"", 'world', ':', 'the', 'North', 'Woods', ',', 'duck', 'blinds', 'at', 'dawning', ',', 'beer', 'and', 'poker', 'and', 'male', 'secretaries', '.']",romance,10,1,0
3332,"['Meanwhile', ',', 'he', 'had', 'this', 'miserable', 'cold', ',', 'and', 'as', 'he', 'leaned', 'against', 'the', 'refrigerator', ',', 'watching', 'the', 'rain', 'make', 'sandy', 'puddles', 'at', 'his', 'feet', ',', 'the', ""doctor's"", 'prescription', 'for', 'lots', 'of', 'sun', 'seemed', 'like', 'a', 'hollow', 'mockery', '.']",romance,10,3,0
3333,"['In', 'these', 'damp', 'circumstances', ',', 'he', 'was', 'an', 'odds-on', 'bet', 'to', 'develop', 'pneumonia', '.']",romance,3,2,0
3334,"['He', 'looked', 'up', 'to', 'see', 'Mrs.', 'Kirby', ',', 'awesome', 'in', 'a', 'black-and-yellow', 'polka-dotted', 'slicker', ',', 'bearing', 'down', 'on', 'him', '.']",romance,4,2,0
3335,"['``', 'Three-day', 'blow', ""''"", '!', '!']",romance,1,1,0
3336,"['She', 'bellowed', 'triumphantly', '.']",romance,0,0,0
3337,"['He', 'had', 'noticed', 'before', 'that', 'the', 'natives', 'seemed', 'to', 'regard', 'really', 'filthy', 'weather', 'as', 'a', 'kind', 'of', 'Pyhrric', 'victory', 'over', 'the', 'tourists', '.']",romance,6,1,0
3338,"['``', 'Fine', ',', 'day', 'after', 'tomorrow', ""''"", ',', 'she', 'added', '.']",romance,2,1,0
3339,"['``', 'I', 'hope', 'so', ""''"", ',', 'he', 'said', '.']",romance,0,0,0
3340,"['``', ""I've"", 'got', 'this', 'cold', '.']",romance,2,0,0
3341,"['Thought', ""I'd"", 'bake', 'it', 'out', 'in', 'the', 'sun', ""''"", '.']",romance,3,0,0
3342,"['``', 'Ah', ""''"", '.']",romance,1,0,0
3343,"['She', 'studied', 'him', 'briefly', '.']",romance,1,0,0
3344,"['``', ""You've"", 'got', 'a', 'peaked', 'look', '.']",romance,2,1,0
3345,"['Better', 'get', 'in', 'out', 'of', 'the', 'wet', ""''"", '.']",romance,3,0,0
3346,"['Charlie', 'forbore', 'to', 'mention', 'that', 'the', 'wet', 'was', 'somewhat', 'universal', ',', 'Peony', 'being', 'less', 'than', 'weatherproof', '.']",romance,5,2,0
3347,"['As', 'for', 'its', 'being', 'fine', ',', 'day', 'after', 'tomorrow', ',', 'he', 'had', 'the', 'unhappy', 'conviction', 'that', 'it', 'would', 'never', 'be', 'fine', 'again', ',', 'with', 'Vivian', 'lost', 'to', 'him', 'forever', '.']",romance,3,4,0
3348,"['He', 'could', 'imagine', 'her', 'at', 'this', 'minute', ',', 'honeymooning', 'in', 'Nassau', 'with', ""what's-his-name"", ',', 'lounging', 'on', 'golden', 'sands', ',', 'looking', 'forward', 'to', 'a', 'life', 'of', 'unalloyed', 'bliss', '.']",romance,6,2,0
3349,"['All', 'Charlie', 'could', 'look', 'forward', 'to', 'was', 'a', 'yellow', 'pill', 'at', 'noon', ',', 'a', 'salami', 'sandwich', 'for', 'lunch', ',', 'and', 'a', 'lonely', 'old', 'age', '--', 'if', 'he', 'lived', 'that', 'long', '.']",romance,7,2,0
3350,"['He', 'leafed', 'through', 'the', 'light', 'reading', 'provided', 'by', 'Mrs.', 'Kirby', 'for', 'her', 'guests', ':', 'four', 'separate', 'adventures', 'of', 'the', 'Bobbsey', 'Twins', '(', 'At', 'the', 'Seashore', ',', 'At', 'the', 'Mountains', ',', 'On', 'the', 'Farm', ',', 'and', 'In', 'Danger', ')', 'and', 'several', 'agricultural', 'bulletins', 'on', 'the', 'treatment', 'of', 'hoof-and-mouth', 'disease', 'in', 'cattle', ',', 'hideously', 'illustrated', '.']",romance,15,5,0
3351,"['He', 'dozed', ',', 'only', 'to', 'dream', 'of', 'Vivian', ',', 'and', 'woke', ',', 'only', 'to', 'crash', 'into', 'the', 'night', 'table', ',', 'bruising', 'his', 'other', 'shin', '.']",romance,5,1,0
3352,"['He', 'took', 'a', 'yellow', 'pill', ',', 'only', 'to', 'choke', 'on', 'it', ',', 'and', 'went', 'for', 'the', 'salami', ',', 'only', 'to', 'find', 'something', 'alive', 'in', 'the', 'refrigerator', '--', 'something', 'pink', 'and', 'fuzzy', '.']",romance,6,3,0
3353,"['His', 'first', 'thought', 'was', 'that', 'Mrs.', 'Kirby', ',', 'in', 'her', 'mania', 'for', 'color', ',', 'had', 'dyed', 'a', 'cat', 'and', 'that', 'cat', 'had', 'somehow', 'managed', 'to', 'open', 'the', 'refrigerator', 'door', 'and', 'climb', 'in', ';', ';']",romance,10,1,0
